user_id,age_group,city_tier,subscription_date,subscription_plan,last_active_date,plan_change_date,new_subscription_plan
UIDJS9bea2dbacd8,25-34,Tier 2,7/9/2024,Free,NULL,NULL,NULL
UIDJS9bea4fa16a9,35-44,Tier 1,10/20/2024,Free,12/3/2024,NULL,NULL
UIDJS9beb575ca98,25-34,Tier 1,4/17/2024,VIP,NULL,6/17/2024,Free
UIDJS9beb9ae346f,25-34,Tier 1,5/3/2024,VIP,NULL,NULL,NULL
UIDJS9bebcd35fa6,18-24,Tier 1,4/19/2024,VIP,NULL,NULL,NULL
UIDJS9bec4b2bd47,18-24,Tier 1,1/14/2024,VIP,NULL,NULL,NULL
UIDJS9bf079b9e14,35-44,Tier 1,4/25/2024,Free,NULL,6/25/2024,VIP
UIDJS9bf08de8c47,35-44,Tier 1,8/27/2024,Premium,NULL,NULL,NULL
UIDJS9bf195f73be,35-44,Tier 1,1/4/2024,VIP,NULL,11/4/2024,Free
UIDJS9bf22f34ad9,18-24,Tier 1,3/24/2024,Free,NULL,NULL,NULL
UIDJS9bf2d61f74d,45+,Tier 1,8/19/2024,Premium,NULL,NULL,NULL
UIDJS9bf2d6a313f,25-34,Tier 2,1/21/2024,Free,NULL,NULL,NULL
UIDJS9bf2fc44428,35-44,Tier 1,3/6/2024,Premium,8/12/2024,NULL,NULL
UIDJS9bf33e5cb27,18-24,Tier 2,10/27/2024,VIP,NULL,NULL,NULL
UIDJS9bf3b9d0c44,18-24,Tier 1,3/23/2024,VIP,NULL,NULL,NULL
UIDJS9bf5b30b883,25-34,Tier 2,8/17/2024,Premium,NULL,NULL,NULL
UIDJS9bf5d4ebb7e,18-24,Tier 2,1/25/2024,Free,NULL,NULL,NULL
UIDJS9bf71ae06ff,18-24,Tier 1,11/19/2024,VIP,NULL,12/19/2024,Free
UIDJS9bf7622f7c4,25-34,Tier 1,6/12/2024,Free,NULL,NULL,NULL
UIDJS9bfa39ebf24,25-34,Tier 2,1/15/2024,VIP,NULL,7/15/2024,Free
UIDJS9bfac25d15f,25-34,Tier 1,11/25/2024,Free,NULL,NULL,NULL
UIDJS9bfaddafefe,25-34,Tier 1,2/3/2024,Free,NULL,NULL,NULL
UIDJS9bfc9f3139b,25-34,Tier 1,3/1/2024,Premium,NULL,NULL,NULL
UIDJS9bfe1d1c79b,25-34,Tier 1,5/13/2024,Free,6/14/2024,NULL,NULL
UIDJS9bff5ccc3e8,35-44,Tier 2,10/14/2024,VIP,NULL,NULL,NULL
UIDJS9bfff770b22,18-24,Tier 3,4/2/2024,Free,NULL,NULL,NULL
UIDJS9c003237038,45+,Tier 1,9/11/2024,Premium,NULL,NULL,NULL
UIDJS9c019175562,45+,Tier 2,6/30/2024,Premium,NULL,NULL,NULL
UIDJS9c01ef16e11,25-34,Tier 1,10/5/2024,Premium,NULL,NULL,NULL
UIDJS9c057e7f448,35-44,Tier 2,10/24/2024,Free,NULL,NULL,NULL
UIDJS9c080e7a0f8,45+,Tier 1,4/12/2024,Free,NULL,NULL,NULL
UIDJS9c0a3efb10d,25-34,Tier 3,2/18/2024,VIP,9/8/2024,NULL,NULL
UIDJS9c0aad89c21,25-34,Tier 1,10/25/2024,VIP,12/9/2024,NULL,NULL
UIDJS9c0b165bc11,25-34,Tier 1,2/4/2024,Free,NULL,NULL,NULL
UIDJS9c0b8105467,25-34,Tier 2,5/28/2024,VIP,NULL,NULL,NULL
UIDJS9c0b9170207,25-34,Tier 3,3/28/2024,VIP,NULL,NULL,NULL
UIDJS9c0ca9420c0,18-24,Tier 1,4/4/2024,Premium,NULL,NULL,NULL
UIDJS9c0cae83b80,45+,Tier 1,1/2/2024,Free,NULL,NULL,NULL
UIDJS9c0cd9a89b6,18-24,Tier 2,5/26/2024,VIP,NULL,NULL,NULL
UIDJS9c0e0980acd,45+,Tier 2,11/16/2024,Free,NULL,NULL,NULL
UIDJS9c1160e6968,18-24,Tier 1,8/27/2024,Premium,NULL,NULL,NULL
UIDJS9c14609d329,25-34,Tier 1,7/22/2024,Premium,NULL,NULL,NULL
UIDJS9c16cab1eed,45+,Tier 2,7/26/2024,VIP,NULL,NULL,NULL
UIDJS9c1978ce8ba,25-34,Tier 2,4/20/2024,VIP,NULL,5/20/2024,Premium
UIDJS9c1a48dc119,25-34,Tier 2,10/12/2024,VIP,NULL,NULL,NULL
UIDJS9c1a7830f91,25-34,Tier 3,3/25/2024,VIP,NULL,NULL,NULL
UIDJS9c1d04529e2,25-34,Tier 1,3/20/2024,VIP,NULL,NULL,NULL
UIDJS9c1dd08f67b,18-24,Tier 1,2/8/2024,Free,NULL,NULL,NULL
UIDJS9c1e8171759,25-34,Tier 1,11/11/2024,Premium,NULL,NULL,NULL
UIDJS9c2136907a4,25-34,Tier 2,11/16/2024,VIP,NULL,NULL,NULL
UIDJS9c23d564c65,25-34,Tier 2,1/13/2024,Free,NULL,NULL,NULL
UIDJS9c25f3d5a13,25-34,Tier 2,10/1/2024,Free,NULL,NULL,NULL
UIDJS9c28b5831d2,35-44,Tier 2,5/15/2024,Free,NULL,NULL,NULL
UIDJS9c29627c41d,35-44,Tier 1,9/6/2024,Premium,NULL,NULL,NULL
UIDJS9c29afdc098,18-24,Tier 2,11/25/2024,VIP,NULL,NULL,NULL
UIDJS9c2afd05685,25-34,Tier 1,3/4/2024,Premium,NULL,NULL,NULL
UIDJS9c2b1aeadea,25-34,Tier 1,10/7/2024,Free,11/11/2024,NULL,NULL
UIDJS9c2bece28a9,45+,Tier 1,7/19/2024,Free,8/31/2024,NULL,NULL
UIDJS9c2edda9aa8,25-34,Tier 2,4/6/2024,Free,NULL,NULL,NULL
UIDJS9c2f4569f9d,35-44,Tier 1,1/5/2024,Premium,NULL,NULL,NULL
UIDJS9c31399ef67,25-34,Tier 1,6/30/2024,Premium,NULL,NULL,NULL
UIDJS9c318206e92,25-34,Tier 3,5/28/2024,VIP,NULL,NULL,NULL
UIDJS9c35f6cb258,25-34,Tier 3,2/25/2024,Free,NULL,NULL,NULL
UIDJS9c383d7c176,45+,Tier 2,7/15/2024,VIP,NULL,NULL,NULL
UIDJS9c3bd65bb51,45+,Tier 2,8/14/2024,VIP,11/1/2024,NULL,NULL
UIDJS9c3d716b4bb,25-34,Tier 1,11/5/2024,Premium,NULL,NULL,NULL
UIDJS9c3e890e35a,25-34,Tier 1,8/27/2024,Free,NULL,9/27/2024,VIP
UIDJS9c3f52fb9c2,18-24,Tier 2,11/3/2024,VIP,NULL,NULL,NULL
UIDJS9c3fbb64af5,18-24,Tier 1,5/28/2024,Free,NULL,NULL,NULL
UIDJS9c40063ab9b,25-34,Tier 1,7/20/2024,Free,11/3/2024,NULL,NULL
UIDJS9c42c0b3ba3,25-34,Tier 1,6/14/2024,Premium,NULL,NULL,NULL
UIDJS9c42d53af10,35-44,Tier 3,11/15/2024,Free,NULL,NULL,NULL
UIDJS9c43d7f7b87,18-24,Tier 2,6/9/2024,VIP,NULL,NULL,NULL
UIDJS9c445deaac2,25-34,Tier 2,6/28/2024,VIP,NULL,NULL,NULL
UIDJS9c468408972,35-44,Tier 2,3/14/2024,Free,NULL,NULL,NULL
UIDJS9c47005948f,18-24,Tier 1,10/22/2024,VIP,NULL,NULL,NULL
UIDJS9c477ace93c,25-34,Tier 1,11/5/2024,Premium,NULL,NULL,NULL
UIDJS9c4c9c2935f,25-34,Tier 2,7/29/2024,VIP,NULL,NULL,NULL
UIDJS9c4ec67e5c3,35-44,Tier 3,4/6/2024,Free,7/5/2024,NULL,NULL
UIDJS9c4ed754afc,35-44,Tier 1,9/8/2024,Premium,NULL,NULL,NULL
UIDJS9c4f0bf3c1d,45+,Tier 1,6/21/2024,Premium,NULL,NULL,NULL
UIDJS9c509cf08de,18-24,Tier 1,5/23/2024,Free,NULL,NULL,NULL
UIDJS9c50d05261a,25-34,Tier 1,5/3/2024,VIP,6/3/2024,NULL,NULL
UIDJS9c51408a98f,35-44,Tier 2,9/4/2024,Premium,NULL,NULL,NULL
UIDJS9c51a58df47,25-34,Tier 3,8/29/2024,VIP,NULL,9/29/2024,Premium
UIDJS9c5246fa141,25-34,Tier 1,2/11/2024,Premium,4/5/2024,NULL,NULL
UIDJS9c52a829fc5,25-34,Tier 2,4/3/2024,VIP,NULL,10/3/2024,Free
UIDJS9c53924c562,35-44,Tier 3,1/8/2024,VIP,NULL,2/8/2024,Free
UIDJS9c53d1241a9,45+,Tier 3,4/27/2024,Free,12/16/2024,NULL,NULL
UIDJS9c5405ea35c,25-34,Tier 1,5/11/2024,Free,NULL,NULL,NULL
UIDJS9c5872a1ad6,35-44,Tier 2,11/29/2024,VIP,NULL,NULL,NULL
UIDJS9c587ea96ad,35-44,Tier 1,7/8/2024,VIP,NULL,NULL,NULL
UIDJS9c5c433d027,35-44,Tier 1,9/27/2024,VIP,12/11/2024,NULL,NULL
UIDJS9c5c60e6d70,25-34,Tier 1,9/7/2024,VIP,NULL,11/7/2024,Free
UIDJS9c5cfe9042b,18-24,Tier 3,10/13/2024,VIP,NULL,NULL,NULL
UIDJS9c5decfc74e,25-34,Tier 3,10/25/2024,Premium,NULL,NULL,NULL
UIDJS9c6008ae2e4,35-44,Tier 1,4/11/2024,Free,NULL,NULL,NULL
UIDJS9c60ceb7d92,25-34,Tier 1,5/26/2024,VIP,NULL,NULL,NULL
UIDJS9c62a455ebe,25-34,Tier 2,3/14/2024,Free,NULL,NULL,NULL
UIDJS9c635795a7e,25-34,Tier 2,8/3/2024,VIP,NULL,NULL,NULL
UIDJS9c660aca330,25-34,Tier 1,10/6/2024,VIP,NULL,NULL,NULL
UIDJS9c66a5b0752,25-34,Tier 3,6/1/2024,Free,NULL,NULL,NULL
UIDJS9c66b5e59b3,25-34,Tier 2,11/24/2024,VIP,NULL,NULL,NULL
UIDJS9c68a7791b7,18-24,Tier 2,10/15/2024,Free,NULL,NULL,NULL
UIDJS9c696f2ddc6,45+,Tier 3,6/22/2024,Free,9/14/2024,NULL,NULL
UIDJS9c6caa337dc,35-44,Tier 1,2/10/2024,Premium,NULL,NULL,NULL
UIDJS9c6eb8916ac,25-34,Tier 2,9/8/2024,Premium,NULL,NULL,NULL
UIDJS9c7091c5901,25-34,Tier 2,3/27/2024,VIP,NULL,5/27/2024,Premium
UIDJS9c75a3f40de,35-44,Tier 1,8/14/2024,VIP,10/18/2024,NULL,NULL
UIDJS9c760eb2c53,25-34,Tier 1,2/23/2024,VIP,NULL,11/23/2024,Premium
UIDJS9c76a23cc6a,25-34,Tier 1,9/8/2024,VIP,NULL,NULL,NULL
UIDJS9c76d44d08a,18-24,Tier 2,7/5/2024,Free,NULL,NULL,NULL
UIDJS9c76d50019f,25-34,Tier 2,3/8/2024,Premium,NULL,NULL,NULL
UIDJS9c798595390,25-34,Tier 3,4/3/2024,Free,NULL,NULL,NULL
UIDJS9c7a0bef068,35-44,Tier 2,2/9/2024,VIP,NULL,NULL,NULL
UIDJS9c7b21866ff,25-34,Tier 2,11/22/2024,VIP,NULL,NULL,NULL
UIDJS9c7e2d4aba3,18-24,Tier 1,4/29/2024,Premium,NULL,12/29/2024,Free
UIDJS9c7ec04e9ed,25-34,Tier 1,9/21/2024,VIP,NULL,NULL,NULL
UIDJS9c80be82495,35-44,Tier 2,10/29/2024,Free,NULL,NULL,NULL
UIDJS9c80f5f5a1a,35-44,Tier 3,2/4/2024,VIP,NULL,NULL,NULL
UIDJS9c81f6efa04,35-44,Tier 1,8/10/2024,Free,11/9/2024,NULL,NULL
UIDJS9c831749e30,35-44,Tier 2,6/20/2024,Premium,NULL,NULL,NULL
UIDJS9c840cae590,35-44,Tier 1,3/17/2024,Premium,NULL,NULL,NULL
UIDJS9c86604c2c7,25-34,Tier 1,7/5/2024,VIP,8/31/2024,NULL,NULL
UIDJS9c86cea5b74,35-44,Tier 2,8/7/2024,Free,NULL,10/7/2024,Premium
UIDJS9c87476b753,18-24,Tier 2,3/21/2024,VIP,NULL,NULL,NULL
UIDJS9c889405212,25-34,Tier 1,11/12/2024,Premium,NULL,NULL,NULL
UIDJS9c895ed4594,35-44,Tier 3,10/18/2024,Free,NULL,NULL,NULL
UIDJS9c8aacf64ac,25-34,Tier 3,11/22/2024,Free,NULL,NULL,NULL
UIDJS9c91ed8ea02,35-44,Tier 2,11/7/2024,VIP,NULL,NULL,NULL
UIDJS9c9383ec427,25-34,Tier 1,2/22/2024,VIP,NULL,4/22/2024,Premium
UIDJS9c93d697b42,25-34,Tier 1,9/25/2024,Free,NULL,NULL,NULL
UIDJS9c948b6053b,35-44,Tier 1,4/6/2024,Premium,6/15/2024,NULL,NULL
UIDJS9c9550f2487,25-34,Tier 1,11/4/2024,Free,NULL,12/4/2024,Premium
UIDJS9c95a4bbb84,45+,Tier 2,11/29/2024,VIP,NULL,12/29/2024,Premium
UIDJS9c97f228f92,35-44,Tier 1,5/20/2024,Premium,NULL,NULL,NULL
UIDJS9c9b7a06ae5,25-34,Tier 2,2/25/2024,VIP,NULL,NULL,NULL
UIDJS9ca1b925aab,35-44,Tier 1,1/26/2024,Premium,NULL,NULL,NULL
UIDJS9ca22e34a38,25-34,Tier 1,7/27/2024,Free,NULL,NULL,NULL
UIDJS9ca4088686b,25-34,Tier 1,5/19/2024,VIP,NULL,NULL,NULL
UIDJS9ca4dc19bf9,25-34,Tier 1,5/21/2024,Free,11/22/2024,NULL,NULL
UIDJS9ca582f04b6,25-34,Tier 2,3/16/2024,VIP,NULL,NULL,NULL
UIDJS9ca912cb2d6,35-44,Tier 2,9/7/2024,VIP,NULL,NULL,NULL
UIDJS9ca94d82d8d,25-34,Tier 1,4/10/2024,Premium,NULL,NULL,NULL
UIDJS9ca9ed121f0,25-34,Tier 2,6/11/2024,VIP,NULL,NULL,NULL
UIDJS9caae803575,25-34,Tier 1,4/1/2024,VIP,NULL,5/1/2024,Premium
UIDJS9cadea971af,25-34,Tier 1,6/14/2024,Premium,NULL,NULL,NULL
UIDJS9cb04008589,25-34,Tier 2,10/1/2024,Free,NULL,11/1/2024,Premium
UIDJS9cb132c7b16,18-24,Tier 2,6/7/2024,VIP,NULL,NULL,NULL
UIDJS9cb195def6b,25-34,Tier 3,9/17/2024,Free,NULL,NULL,NULL
UIDJS9cb24a0f76e,18-24,Tier 1,6/30/2024,VIP,NULL,NULL,NULL
UIDJS9cb40e189fd,25-34,Tier 3,6/27/2024,Free,7/28/2024,NULL,NULL
UIDJS9cb5e6df20f,35-44,Tier 2,8/20/2024,VIP,NULL,NULL,NULL
UIDJS9cb8a3baeca,25-34,Tier 1,7/30/2024,VIP,NULL,NULL,NULL
UIDJS9cb8ced1d30,25-34,Tier 2,5/8/2024,Premium,NULL,NULL,NULL
UIDJS9cb96316561,25-34,Tier 3,4/21/2024,Free,6/1/2024,NULL,NULL
UIDJS9cbac51fdab,35-44,Tier 1,2/19/2024,VIP,7/4/2024,NULL,NULL
UIDJS9cbb6b0a0b8,25-34,Tier 1,11/17/2024,VIP,NULL,NULL,NULL
UIDJS9cbb9ad8791,25-34,Tier 1,5/22/2024,Premium,NULL,NULL,NULL
UIDJS9cbc32f48fa,45+,Tier 3,9/13/2024,VIP,NULL,NULL,NULL
UIDJS9cbcc09416b,25-34,Tier 2,4/14/2024,Free,5/26/2024,NULL,NULL
UIDJS9cbce2a689f,35-44,Tier 2,4/12/2024,Premium,10/5/2024,NULL,NULL
UIDJS9cc09a4f876,25-34,Tier 1,9/2/2024,Free,NULL,NULL,NULL
UIDJS9cc28f8c013,45+,Tier 1,1/18/2024,VIP,NULL,2/18/2024,Premium
UIDJS9cc37a53f50,18-24,Tier 3,2/18/2024,Free,NULL,NULL,NULL
UIDJS9cc69fd6029,45+,Tier 1,7/21/2024,VIP,NULL,12/21/2024,Free
UIDJS9cc6a3e7f15,45+,Tier 1,3/17/2024,VIP,NULL,7/17/2024,Free
UIDJS9cc706a35e5,35-44,Tier 1,10/23/2024,Free,NULL,NULL,NULL
UIDJS9cc7851116f,25-34,Tier 3,11/10/2024,Premium,NULL,NULL,NULL
UIDJS9cc87bc4563,45+,Tier 1,3/10/2024,VIP,NULL,4/10/2024,Premium
UIDJS9ccce8517ea,45+,Tier 1,4/4/2024,Free,NULL,6/4/2024,VIP
UIDJS9ccfc61fb5a,35-44,Tier 1,7/14/2024,VIP,NULL,NULL,NULL
UIDJS9ccfe7ad57b,25-34,Tier 1,9/13/2024,VIP,NULL,NULL,NULL
UIDJS9cd0feb56fa,18-24,Tier 1,8/17/2024,Premium,NULL,NULL,NULL
UIDJS9cd2ff1ca5d,18-24,Tier 1,11/16/2024,VIP,NULL,NULL,NULL
UIDJS9cd52eb7a3c,25-34,Tier 2,5/3/2024,VIP,NULL,12/3/2024,Free
UIDJS9cd83befc31,25-34,Tier 2,8/28/2024,Free,NULL,9/28/2024,Premium
UIDJS9cd88e7cfce,35-44,Tier 3,6/21/2024,VIP,NULL,7/21/2024,Premium
UIDJS9cda209701d,25-34,Tier 1,4/17/2024,Premium,NULL,NULL,NULL
UIDJS9cdaa3e0b0f,25-34,Tier 1,7/1/2024,VIP,NULL,NULL,NULL
UIDJS9cdaccad970,25-34,Tier 1,11/7/2024,VIP,NULL,NULL,NULL
UIDJS9cdaddcfafa,35-44,Tier 1,6/17/2024,Premium,NULL,NULL,NULL
UIDJS9cdec9ba73d,25-34,Tier 3,7/24/2024,Free,NULL,NULL,NULL
UIDJS9cdeed21579,25-34,Tier 1,2/15/2024,VIP,NULL,NULL,NULL
UIDJS9ce0c27d751,25-34,Tier 3,1/10/2024,Free,NULL,NULL,NULL
UIDJS9ce0e05efc3,25-34,Tier 1,1/3/2024,VIP,NULL,3/3/2024,Premium
UIDJS9ce40c8c514,25-34,Tier 1,5/21/2024,Premium,NULL,NULL,NULL
UIDJS9ce47e73c87,35-44,Tier 2,11/3/2024,Premium,NULL,NULL,NULL
UIDJS9ce5315be73,25-34,Tier 2,11/17/2024,Free,NULL,NULL,NULL
UIDJS9ce6d71cdb2,35-44,Tier 2,7/2/2024,VIP,NULL,NULL,NULL
UIDJS9ce85a8d5f5,25-34,Tier 1,8/24/2024,Premium,NULL,NULL,NULL
UIDJS9ce981bef8f,45+,Tier 2,5/3/2024,VIP,NULL,NULL,NULL
UIDJS9ceba5fc9b3,18-24,Tier 1,8/9/2024,Premium,NULL,NULL,NULL
UIDJS9ceccbf3b4c,18-24,Tier 3,7/7/2024,Free,NULL,NULL,NULL
UIDJS9ced6a98d7c,25-34,Tier 3,8/19/2024,VIP,NULL,11/19/2024,Free
UIDJS9cef9c9c009,25-34,Tier 1,11/30/2024,Premium,NULL,NULL,NULL
UIDJS9cf35b3ddf1,25-34,Tier 2,8/15/2024,VIP,NULL,NULL,NULL
UIDJS9cf444edbc2,45+,Tier 1,2/10/2024,VIP,NULL,NULL,NULL
UIDJS9cf5d4c1df7,25-34,Tier 1,7/13/2024,Premium,NULL,NULL,NULL
UIDJS9cf8d7e8bf1,18-24,Tier 1,5/11/2024,VIP,NULL,7/11/2024,Free
UIDJS9cfb584916f,18-24,Tier 1,1/17/2024,VIP,NULL,9/17/2024,Free
UIDJS9cfb8b0d6c1,25-34,Tier 1,9/2/2024,Premium,NULL,NULL,NULL
UIDJS9cfbe568fb1,25-34,Tier 1,4/10/2024,VIP,NULL,NULL,NULL
UIDJS9cfbea62d24,18-24,Tier 2,10/13/2024,VIP,NULL,NULL,NULL
UIDJS9d0182fe23c,35-44,Tier 1,8/23/2024,Premium,NULL,NULL,NULL
UIDJS9d02231b00a,18-24,Tier 1,10/18/2024,Free,NULL,11/18/2024,VIP
UIDJS9d02d541220,18-24,Tier 1,4/26/2024,Free,NULL,NULL,NULL
UIDJS9d0731c31d7,18-24,Tier 1,1/22/2024,VIP,3/9/2024,NULL,NULL
UIDJS9d0c8dda3b5,35-44,Tier 1,1/22/2024,VIP,3/16/2024,NULL,NULL
UIDJS9d0d1911195,45+,Tier 2,6/2/2024,VIP,NULL,NULL,NULL
UIDJS9d0def504f0,45+,Tier 1,1/16/2024,VIP,NULL,7/16/2024,Premium
UIDJS9d0e336571f,25-34,Tier 1,4/23/2024,VIP,NULL,NULL,NULL
UIDJS9d0e5a18f56,35-44,Tier 2,11/29/2024,VIP,NULL,12/29/2024,Free
UIDJS9d0eb1950f3,25-34,Tier 2,7/11/2024,Free,NULL,NULL,NULL
UIDJS9d0f864608b,25-34,Tier 1,6/10/2024,Premium,NULL,NULL,NULL
UIDJS9d10c5e7c0c,45+,Tier 2,3/15/2024,VIP,NULL,5/15/2024,Premium
UIDJS9d110158d6c,35-44,Tier 1,1/1/2024,VIP,NULL,8/1/2024,Free
UIDJS9d12fdff9e6,25-34,Tier 2,6/21/2024,VIP,NULL,NULL,NULL
UIDJS9d163bc7c8d,35-44,Tier 1,11/15/2024,Premium,NULL,NULL,NULL
UIDJS9d192f48d73,25-34,Tier 1,8/6/2024,VIP,NULL,10/6/2024,Premium
UIDJS9d19eedfff0,25-34,Tier 2,7/29/2024,Free,NULL,NULL,NULL
UIDJS9d1cbed9e52,18-24,Tier 3,7/14/2024,Free,NULL,NULL,NULL
UIDJS9d209305047,35-44,Tier 2,4/12/2024,VIP,NULL,6/12/2024,Premium
UIDJS9d223ae1e65,25-34,Tier 2,5/19/2024,VIP,7/22/2024,NULL,NULL
UIDJS9d22fb4ce17,25-34,Tier 2,10/3/2024,Premium,NULL,NULL,NULL
UIDJS9d24597b95c,35-44,Tier 1,7/25/2024,Premium,NULL,NULL,NULL
UIDJS9d2512a79fe,18-24,Tier 3,7/27/2024,Free,NULL,8/27/2024,Premium
UIDJS9d2ae5c8c58,25-34,Tier 2,5/15/2024,VIP,7/1/2024,NULL,NULL
UIDJS9d2bd1b08c7,25-34,Tier 2,11/3/2024,Premium,NULL,NULL,NULL
UIDJS9d2d2fec47e,25-34,Tier 1,6/24/2024,VIP,NULL,NULL,NULL
UIDJS9d2e5130d05,25-34,Tier 2,2/22/2024,Free,NULL,5/22/2024,Premium
UIDJS9d2fca5fe06,25-34,Tier 1,11/8/2024,Premium,NULL,NULL,NULL
UIDJS9d3049e102a,35-44,Tier 1,9/20/2024,Premium,NULL,NULL,NULL
UIDJS9d325dcd6e6,35-44,Tier 2,6/29/2024,VIP,NULL,NULL,NULL
UIDJS9d3381a1957,45+,Tier 1,3/9/2024,Free,NULL,5/9/2024,VIP
UIDJS9d33c7220d0,25-34,Tier 1,3/24/2024,VIP,NULL,5/24/2024,Free
UIDJS9d35a04caf1,25-34,Tier 2,1/28/2024,VIP,NULL,NULL,NULL
UIDJS9d36d15bf40,45+,Tier 2,5/23/2024,Free,NULL,NULL,NULL
UIDJS9d381cd4eb5,45+,Tier 3,1/11/2024,Premium,NULL,NULL,NULL
UIDJS9d4121135d4,25-34,Tier 2,6/26/2024,VIP,NULL,NULL,NULL
UIDJS9d41749ba2b,25-34,Tier 1,10/10/2024,VIP,NULL,NULL,NULL
UIDJS9d425b7434a,45+,Tier 3,10/11/2024,Free,11/11/2024,NULL,NULL
UIDJS9d43e8c6f5a,45+,Tier 2,3/31/2024,VIP,NULL,NULL,NULL
UIDJS9d44ec1042e,45+,Tier 1,5/30/2024,VIP,NULL,NULL,NULL
UIDJS9d452725251,25-34,Tier 1,6/20/2024,Premium,NULL,NULL,NULL
UIDJS9d452b2c37c,18-24,Tier 1,3/20/2024,Premium,NULL,NULL,NULL
UIDJS9d45808ee67,25-34,Tier 1,9/25/2024,Free,NULL,NULL,NULL
UIDJS9d461a63d40,25-34,Tier 2,4/20/2024,VIP,NULL,NULL,NULL
UIDJS9d48168a36c,35-44,Tier 1,2/8/2024,Free,NULL,4/8/2024,VIP
UIDJS9d49c345637,25-34,Tier 3,8/27/2024,Free,12/22/2024,NULL,NULL
UIDJS9d4ce0c396d,35-44,Tier 1,11/28/2024,Free,NULL,12/28/2024,VIP
UIDJS9d4d99bee6b,35-44,Tier 1,5/11/2024,Free,NULL,7/11/2024,VIP
UIDJS9d4f1b7036a,35-44,Tier 1,4/30/2024,Premium,NULL,NULL,NULL
UIDJS9d5045af7e8,35-44,Tier 1,10/28/2024,Free,12/12/2024,NULL,NULL
UIDJS9d512c166d6,18-24,Tier 3,10/9/2024,VIP,NULL,11/9/2024,Premium
UIDJS9d593c7119b,45+,Tier 2,9/28/2024,Premium,NULL,NULL,NULL
UIDJS9d5977fdf01,35-44,Tier 2,3/18/2024,VIP,NULL,NULL,NULL
UIDJS9d5a4302dd3,18-24,Tier 1,7/5/2024,Free,8/9/2024,NULL,NULL
UIDJS9d5ade16085,18-24,Tier 1,3/12/2024,Premium,NULL,5/12/2024,Free
UIDJS9d5c27d31c9,18-24,Tier 1,7/2/2024,Premium,NULL,NULL,NULL
UIDJS9d5c7fa786e,45+,Tier 2,2/17/2024,Premium,NULL,NULL,NULL
UIDJS9d5e0e7ef64,35-44,Tier 1,6/4/2024,Free,NULL,7/4/2024,Premium
UIDJS9d5fb2139cb,25-34,Tier 1,8/19/2024,Free,NULL,NULL,NULL
UIDJS9d614b88169,25-34,Tier 1,3/2/2024,VIP,4/14/2024,NULL,NULL
UIDJS9d627f8f3a1,25-34,Tier 1,1/4/2024,Premium,NULL,NULL,NULL
UIDJS9d628e1099e,25-34,Tier 1,6/13/2024,Free,9/27/2024,NULL,NULL
UIDJS9d630a867ed,25-34,Tier 1,7/1/2024,VIP,NULL,NULL,NULL
UIDJS9d65e3adbee,45+,Tier 2,10/23/2024,VIP,NULL,NULL,NULL
UIDJS9d66b63ffc9,25-34,Tier 2,9/8/2024,VIP,NULL,12/8/2024,Free
UIDJS9d6aa717f51,18-24,Tier 1,4/1/2024,VIP,9/10/2024,NULL,NULL
UIDJS9d6c1452854,25-34,Tier 1,7/8/2024,Free,NULL,NULL,NULL
UIDJS9d6c82aaca3,25-34,Tier 1,9/29/2024,Premium,NULL,NULL,NULL
UIDJS9d6df0dcf24,18-24,Tier 3,7/7/2024,Free,11/17/2024,NULL,NULL
UIDJS9d6e29355a7,18-24,Tier 1,2/13/2024,Premium,NULL,NULL,NULL
UIDJS9d6ebc25d0d,25-34,Tier 1,7/10/2024,VIP,NULL,8/10/2024,Free
UIDJS9d7090b477f,25-34,Tier 3,8/29/2024,Free,NULL,NULL,NULL
UIDJS9d73ada2ac4,25-34,Tier 3,7/7/2024,VIP,NULL,NULL,NULL
UIDJS9d74507ccc8,25-34,Tier 1,6/25/2024,Free,9/8/2024,NULL,NULL
UIDJS9d77dce5f3d,18-24,Tier 1,7/25/2024,Premium,NULL,NULL,NULL
UIDJS9d782130a29,25-34,Tier 1,10/15/2024,Free,NULL,NULL,NULL
UIDJS9d7a63eaf31,25-34,Tier 3,5/1/2024,VIP,NULL,NULL,NULL
UIDJS9d7b587e20e,35-44,Tier 1,2/19/2024,VIP,NULL,NULL,NULL
UIDJS9d7c4e2b978,18-24,Tier 1,1/14/2024,Premium,11/15/2024,NULL,NULL
UIDJS9d7c706f5b1,35-44,Tier 1,9/15/2024,Premium,NULL,NULL,NULL
UIDJS9d819b6645f,25-34,Tier 1,1/6/2024,Premium,NULL,NULL,NULL
UIDJS9d839562f31,25-34,Tier 1,9/5/2024,Premium,NULL,NULL,NULL
UIDJS9d83ceea3c8,35-44,Tier 2,2/19/2024,VIP,NULL,NULL,NULL
UIDJS9d875f0e9bf,25-34,Tier 2,9/1/2024,Free,10/21/2024,NULL,NULL
UIDJS9d8bfc0350b,25-34,Tier 2,10/20/2024,VIP,NULL,11/20/2024,Premium
UIDJS9d8e81142a4,18-24,Tier 1,9/7/2024,VIP,NULL,NULL,NULL
UIDJS9d902938210,25-34,Tier 1,2/1/2024,VIP,NULL,NULL,NULL
UIDJS9d90d623c5f,18-24,Tier 1,3/2/2024,Premium,NULL,NULL,NULL
UIDJS9d93407d143,35-44,Tier 2,11/6/2024,VIP,NULL,NULL,NULL
